,text,mbti,ie,ns,ft,pj
472,1 + 1 == 2 아닌각 생각했어요,istj,i,s,t,j
473,대학원생이신가요 ㄷㄷㄷ,istp,i,s,t,p
476,오 대학원생이시군여,istp,i,s,t,p
477,척척박사까지 가시죠,istp,i,s,t,p
478,안녕하세요 제가 그 유명한 도비입니다,istj,i,s,t,j
481,저도 컴공 대학원갈까 생각중이었는데,istp,i,s,t,p
482,스승님 방근 사진 찍은 거 보셨나욬ㅋㅋㅌㅋㅋㅌ,enfj,e,n,f,j
483,ㅠㅠ그전에 먹어둬 ,istp,i,s,t,p
484,문제 출제 생각중이에요 ,intj,i,n,t,j
485,봤어요 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,istp,i,s,t,p
486,얻어맞으신 줄 알았잖아요,istp,i,s,t,p
487,창문이 아니네요,isfj,i,s,f,j
488,저두여ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ레피님 항상 행복하셔야 해여ㅠㅠㅠㅠㅠㅠㅠ,isfp,i,s,f,p
490,곰사합니다 역시 로봇으로 살기를 잘했어요,isfj,i,s,f,j
491,변화구 안쓰셨네요,isfj,i,s,f,j
492,오랜만에 시 올려봐요,enfj,e,n,f,j
494,이번엔 정답이네요,intp,i,n,t,p
496,밖에서 너무추워서 ㅋㅋㅋ,enfj,e,n,f,j
498,역시 1+1은2죠,istp,i,s,t,p
499,이제 2임을 증명하시나요?,istp,i,s,t,p
501,거의 두 달만에 보는 거 같아요,enfj,e,n,f,j
2,이제 이분은 배우,istp,i,s,t,p
4,뉴욕 안 갔어요,istp,i,s,t,p
5,그리고 이분은 이제 인형! 눈도 붙이고 이거 (인형) 꼬매기도 하고,istp,i,s,t,p
6,그리고 보드게임 굉장히 좋아하시고 그리고 'I' 중에서는 여포지만 'E' 한 명 등장하는 순간 바로 유선,istp,i,s,t,p
7,어 그럼 그럼. 바로 기 빨리지,intp,i,n,t,p
8,이분은 이제 대학생인데 국어국문학과,istp,i,s,t,p
9,뉴욕? 다 뉴욕파라고? 어 눈이?,entj,e,n,t,j
10,눈이 몰리고 있어 어허 이 양반.. 어허 눈을 가지고 놀아,entj,e,n,t,j
11,내 눈을 안 보고 자기 눈을 보면서 가지고 놀고 있어,entj,e,n,t,j
13,"INTP님, ENTJ님 오시자마자 바로 그냥",istp,i,s,t,p
14,눈치를 많이 보는 게 관찰이 되어버렸어요,esfj,e,s,f,j
15,"회사 갔을 때도, 네?",entj,e,n,t,j
16,이제 가셔야 되겠다,istp,i,s,t,p
17,어떡해 아쉬워요,isfj,i,s,f,j
21,호감도를 다 같이 하는 건가?,istp,i,s,t,p
22,나 무서워 같이 있어요,isfp,i,s,f,p
23,나 떨려 몇 시까지?,isfp,i,s,f,p
25,9시까지. 어디 가세요?,istp,i,s,t,p
28,잠깐 마음의 준비를 하려고요,isfj,i,s,f,j
30,근데 우리 여기 있어도 될 것 같아요. 저기서 올 거거든요. 어차피 제 생각에는.,istp,i,s,t,p
31,맞아. 전략적이네 .,entj,e,n,t,j
33,저희가 가야죠?,enfp,e,n,f,p
34,오라고 할 순 없잖아요,estj,e,s,t,j
36,이건 E가 가야지 참을 수 없지,esfj,e,s,f,j
38,혹시 우리 잘못 이해한 거 아니지?,enfp,e,n,f,p
40,어 머리가 왜 이래?,esfp,e,s,f,p
41,다들 굴러서 들어오시는 거 아니에요?,istj,i,s,t,j
42,안녕하세요 들어오세요,istp,i,s,t,p
43,여기 E가 계신데?,enfp,e,n,f,p
46,어차피 오실 거 알고 우린 안 움직였어,istp,i,s,t,p
49,오셨다 우리 INFP님,istp,i,s,t,p
50,어땠어요? 괜찮았어요?,istp,i,s,t,p
51,오우 여기 남성분들이 많으시구나~,esfj,e,s,f,j
52,우리 똑같이 4 대 4예요,istp,i,s,t,p
55,아~ 안 계시구나 다,esfj,e,s,f,j
56,아 지금 마음의 준비한다고 올라가셨어,istp,i,s,t,p
58,아이고 고생하셨어요,istp,i,s,t,p
59,신기하다 여기 구조가 똑같네,enfp,e,n,f,p
60,우리 벌려서 앉을까요?,enfp,e,n,f,p
61,우리 좀 앉을까요?,esfj,e,s,f,j
63,아 신기하다 진짜,enfp,e,n,f,p
64,드디어 만났다 우와,enfp,e,n,f,p
65,"아니 내가 ""갑시다!"" 이러는데 ""안 가도 될 것 같아요"" ""어차피 오실 거니깐"" 이러더라고",entj,e,n,t,j
66,맞잖아요 다 왔잖아요,istp,i,s,t,p
67,진짜 그것처럼 딱 오니깐 너무 신기하더라고,entj,e,n,t,j
68,ISTP.. 아! ESTP 누구예요?,istp,i,s,t,p
70,비슷해요? 저랑?,istp,i,s,t,p
72,저 ISTP예요,istp,i,s,t,p
73,난 내 짝지 찾았어,entj,e,n,t,j
74,각자의 짝지.. 앞에 성향만 다르고 각자의 짝지 한번 보세요,entj,e,n,t,j
75,짝지끼리 앉아볼까요? 어색하게 난 괜찮아,entj,e,n,t,j
76,오빠 살아계셨네 살아계셨어,esfj,e,s,f,j
77,근데 둘이 성향이 진짜 비슷하다 나는 다 봤으니깐,entj,e,n,t,j
78,NFJ는 키도 다 큰가봐요,istp,i,s,t,p
79,그렇기도 하고 이분도 여기 배려왕이야,entj,e,n,t,j
81,배려 엄청 잘해,entj,e,n,t,j
84,저분이 생각보다 되게 젠틀하고 배려를 엄청 잘해요 약간 왁자지껄할 거라고 생각했는데 근데 느낌이 되게 비슷해,entj,e,n,t,j
85,아니 근데 우리가 주인 같아 이러고 있으니깐,entp,e,n,t,p
86,앉으시면 안 돼요? 근데 여기 오세요,entp,e,n,t,p
88,들어오세요 죄송해요 저희 안 물어요,enfp,e,n,f,p
89,저 인생 살기 귀찮으면 ISFP 되는데,esfp,e,s,f,p
91,맞죠? 맨날 누워있고,esfp,e,s,f,p
92,불편하지 않아요? 갑자기 이렇게...,esfp,e,s,f,p
93,아직 낯가림이 있어가지고,isfp,i,s,f,p
95,내일이나 뭐 바뀌면 만날 수 있지 않을까요?,enfj,e,n,f,j
96,바뀌면 저희는 거의 쭉 계속,infj,i,n,f,j
97,아 그런가? 아 오늘만 오늘만 다른 거니까?,enfj,e,n,f,j
98,그럼 둘만 일만 하고 있겠네요 일 계속 한다 하고,enfj,e,n,f,j
100,저 정말 노력하고 있거든요,entp,e,n,t,p
102,또라이처럼 안 보이려고,entp,e,n,t,p
103,아~ 전 또라이처럼 보이려고 노력했어요,intp,i,n,t,p
105,좀 밝아 보이려고 저 지금 많이 기 빨린 상태라서,intp,i,n,t,p
107,제가 원래 여러 명이랑 노는 거 4시간 이상 못하거든요,intp,i,n,t,p
108,근데 지금 이제 보통 만나면 집에 가야 되는 시간인데 갑자기 ENTJ님 와서 왁 하고,intp,i,n,t,p
109,보통 힘든 게 아니시겠네요,entp,e,n,t,p
110,약간 기 빨려서 원래 3시간 놀았으면 집에 가야 되는데,intp,i,n,t,p
111,저는 근데 쉰다고 생각하고 왔거든요,entp,e,n,t,p
113,저는 여기 거의 군대 입대하는 느낌으로 왔는데,intp,i,n,t,p
115,좀 뭔가 그러고 처음에 생각 안 했어요?,estj,e,s,t,j
116,나오면 저희 성격상 뭔가 싸울 수도 있을 것 같다는 그런 생각 하셨었어요?,estj,e,s,t,j
118,저는 제일 궁금했거든요 ISTJ,estj,e,s,t,j
119,뭐 하긴 했어요 워낙에 좀 STJ가 되게 약간 젊은 꼰대라고 ,istj,i,s,t,j
121,틀딱이라고 그런 얘기 자기 고집 세고 그래가지고,istj,i,s,t,j
122,같은 STJ끼리 '어 이게 맞을까' 이런 생각은 했었어요,istj,i,s,t,j
123,처음 보는 사람 만날 때도 많이 말하세요?,estp,e,s,t,p
124,상대방에 따라 달라요,istp,i,s,t,p
126,그런 사람 있잖아요 아무리 친해져도 어색한 사람 있잖아요,istp,i,s,t,p
128,그런 사람은 저도 그냥,istp,i,s,t,p
129,적당히 하다가 중간에 끊어버리고,estp,e,s,t,p
130,저는 뭐 친구들이나 사회에서 만난 애들이 있을 때는 이런 식으로 하는데,istp,i,s,t,p
131,딱 하나 제가 진짜 I일 때가 가족들이랑 있을 때,istp,i,s,t,p
132,아~가족들이랑 말 많이 안 하세요?,estp,e,s,t,p
133,약간 이렇게 못하겠어,istp,i,s,t,p
135,가족들이랑 사이가 안 좋은 건 아닌데 뭔가 이렇게 막,istp,i,s,t,p
136,많이는 안 하는?,estp,e,s,t,p
137,다들 MBTI가 어떻게 되세요?,esfp,e,s,f,p
138,전 ISFJ예요,isfj,i,s,f,j
139,다들 ESFP입니다,esfp,e,s,f,p
140,좋은 밤 되세요,esfj,e,s,f,j
141,네~ 안녕히 가세요 ,isfj,i,s,f,j
142,INTP님이 되게 많이 챙겨주시고,infp,i,n,f,p
143,당근도 가져와주시고 그래서 약간,infp,i,n,f,p
144,정신적 지주 같은 느낌을 받았습니다,infp,i,n,f,p
145,INFP님이 제일 호감이었습니다 이유는 일단 아예 반대인 저처럼 되고 싶다고 하셔가지고 바뀌고 싶다는 용기가 대단하다고 생각이 들었습니다,estj,e,s,t,j
146, INTJ님 그분이 좀 잘 맞았던 것 같고,intp,i,n,t,p
147, INFJ님 뭔가 제가 먼저 다가가는 성격이 못 되는데 뭔가 상대를 편안하게 하는 그런 에너지가 있으신 것 같아서 ,intj,i,n,t,j
148,ISTJ님 그분하고 좀 소통이 잘 된 것 같습니다,infj,i,n,f,j
149,창 하시는 분 아~ INFJ님! INFJ 그분이 상대방한테 부담스럽지 않게 되게 자연스럽게 조곤조곤 다가오는 느낌을 받았어요,istj,i,s,t,j
150,아! ENTP 언니였습니다 좀 친절하시고 밥도 맛있게 해주시고 잘 챙겨주셔서 너무 좋은 기억으로 남아있습니다 아 그냥 일단 진짜 맛있는 거 주는 사람이 제일 좋은 것 같아요,esfp,e,s,f,p
151,ENFP님이고요 그 이유는 되게 다 세심하게 다른 분들을 관찰하고 배려도 해주시고 그게 몸에 배어있으신 것 같아가지고 그분을 선택했습니다,entp,e,n,t,p
152,오늘 진짜 하루 종일 웃게 만들어준 ENTJ 오빠,enfp,e,n,f,p
153,오늘 저한테 가장 감명을 준 사람은 그리고 투표해서 한 표를 드리고 싶은 사람은 INTJ님이 아닌가 싶습니다,entj,e,n,t,j
154,오늘은 ISFP님입니다 저랑 룸메이트예요,isfj,i,s,f,j
155,ENTJ님 이십니다 재미있었어요 사실 너무 재미있으셨어요,isfp,i,s,f,p
156,저는 그... 저랑 아까 되게 티키타카 잘 맞았던 그 형님 ENTJ이었나? 그분으로 인해서 우리 전체적으로 되게 분위기도 좋아졌던 것 같고 그래서 굉장히 좋았습니다,istp,i,s,t,p
157,"ESTP님입니다 ESTP님이요 일단 이유는 되게 배울 점이 많은 사람 같아 보이는 느낌? 그리고 성격적인 면 자체도, MBTI 면에서도 그런 게 많이 보였던 것 같아서",esfj,e,s,f,j
158,ENFJ 님입니다 그 이유는 배려가 좀 몸에 배어 있는 느낌? 그래서 가장 좀 호감이였고 나머지 분들도 다 진짜 불호 한 분도 안 계시고 다 괜찮았는데 조금 더 배려가 있었던 거 때문에 가장 호감이었던 것 같습니다,estp,e,s,t,p
159,전 INFJ 님이고 그래도 좀 잘 맞는 사람과 조금 친하게 잘 해보고 싶습니다 근데 오늘은 힘들어서 오늘은 여기까지 감사합니다 ,enfj,e,n,f,j
160,성향이 다른 I 방에 갔을 때 이제 INFJ 분을 만났고 그분이랑 이제 눈 마주치고 말하는 순간부터 비슷한 느낌을 정말 많이 받아서,enfj,e,n,f,j
161,저는 처음에 이 MBTI를 조금 많이 믿고 많이 좀 찾아보고 해서 왔는데 오히려 그게 진짜 편견일 수도 있겠다 사람은 만나보고 알아야 된다라는 생각이 많이 들 것 같습니다,infj,i,n,f,j
162,I방에 가고 나니깐 거기서부터 비교가 확 되는 거예요 그리고 이 앞자리에 대한 갈라짐 속에서 이 뒷자리에 그.. 각자의 세 자리가 맞아가면서 그 옆에 짝꿍들이 다다닥 옆에 보이는 게 이게 어떻게 보면 진짜 통계학인가?,entj,e,n,t,j
163,확실히 성격이 전혀 다른 사람들끼리 모이니까 좀 적응이 안 되더라고요 많이 좀 지치고 기 빨리고 피곤했습니다,intp,i,n,t,p
164,오늘 오랜만에 사람들을 많이 만나서 좋았고 맛있는 요리를 해서 다른 분들이 다 맛있게 드셔주시는 모습이 너무 기분이 좋았어요,entp,e,n,t,p
165,되게 다양한 직업군의 사람들을 진짜 이렇게 많이 만난 게 너무 오랜만이어서 구경하는 것조차 되게 재미있었다? 내일도 이렇게 재미있었으면 좋겠는데,istj,i,s,t,j
166,아~저는 E로 나왔지만 제가 E보단 I에 조금 더 가깝다고 생각이 들었습니다 저는 I에서 E로 바뀐 걸 제가 알기 때문에 '아 역시 난 E가 아직 아닌가?' 라는 생각을 제일 먼저 했고,estj,e,s,t,j
167,저는 제가 I가 맞다고 생각했는데 I사이에 있으니깐 제가 말이 많은 편이더라고요 그래가지고 이 MBTI가 진짜 솔직히 거짓말이 아닌가? 과학적으로 이게 맞는 것인가? 라는 생각도 좀 들었고 근데 거기서 E를 만나니깐 말이 많고 적은 게 중요한 게 아니라 이 분위기가 조금 다르더라고요,istp,i,s,t,p
168,"원래 밖에서는 막 새벽 3시, 4시까지 친구들이랑 얘기하고 놀아도 막 지치는 성격이 아닌데 근데 이제 E끼리 또 모여 있으니까 약간 기 빨리는 느낌이 드는?",estp,e,s,t,p
169,내일은 정말 좀 낯가림도 없이 해보자! 진짜 내 모습을 한번 보여줘볼까? 입니다 진짜 눈물 나는 줄 알았어요 아쉽습니다 처음에 좀 웃으면서 인사할걸 연습했거든요,isfp,i,s,f,p
170,확실히 E방은 에너지가 넘쳐요 에너지가 넘치고 물론 I가 에너지가 없다 이건 절대 아니지만 공기 자체가 좀 다른 느낌?,esfp,e,s,f,p
171,E방에서 넘어오셨는데 그분이 저랑 이제 외향 내향만 다르고 나머지가 다 똑같아서 겉으로 봤을 땐 진짜 완전 다른 삶을 살고 있는 두 사람인데 막상 그 두 사람이 서로 대화를 해보니까 굉장히 비슷한 생각을 하고 있어서 그게 좀 신기했습니다,intj,i,n,t,j
172,뭔가 어색해 하시는 거를 가만히 내버려 두는 게 이분들한테 더 좋은 건지 아니면 어색하니까 더 질문을 던지고 하는 게 그분들도 괜찮은 건지 모르겠는 거예요,enfp,e,n,f,p
173,많은 사람과 있는 것이 생각보다 힘들고 재미도 있었습니다 그렇지만 집에 가고 싶어요,isfj,i,s,f,j
174,한 분 한 분 다 이렇게 눈치를 보게 되고 정적이 흐르면 이 정적을 깨고 싶고 이런 막 마음이 들어서 정리를 하게 되고 막 너무 이렇게 기를 쓰다 보니까 제 자신이 기를 쓰다 보니까 약간 기가 빨리지 않았나?,esfj,e,s,f,j
175,약간 혼절할 것 같았어요 그 I끼리 있을 때도 좀 힘들었는데 약간 E로 넘어가면서 E의 분위기가 또 달라가지고 근데 되게 많이 챙겨주셔가지고 또 편했던 것 같아요 오늘보다는 더 용기를 낼 생각이긴 한데 마음처럼 될지는 모르겠어요,infp,i,n,f,p
176,하~오늘 뭘 하려나 잘 잤어? 공주님?,entj,e,n,t,j
177,공주님이 뭐예요?,enfj,e,n,f,j
178,"이번에는 공주님! 요정, 공주님 하나씩 지어줘야겠다",entj,e,n,t,j
179,형 잘 주무셨어요?,estp,e,s,t,p
180,나? 그냥 잘 잤어 잘 자고 일어났어,entj,e,n,t,j
181,한 다섯 번 깬 거 같아요 다섯 번 깬 거 같아요,estp,e,s,t,p
183,이게 다 들리는 거 같아요 화장실에 있어도 잘 들리고 저기 있어도 들리고 위에서도 들리고,enfj,e,n,f,j
184,나 소시지 굽는 냄새에 깼어,entp,e,n,t,p
185,아~ 냄새까지 나는구나,estp,e,s,t,p
186,다들 이렇게 왜 일찍 모였어?,enfp,e,n,f,p
187,다들 보고 싶었나 봐 간밤에 말 마려워가지고 말하고 싶어가지고,entp,e,n,t,p
188,그런 거 얘기하지 마 감독님들 표정 안 좋아지니까,entj,e,n,t,j
190,쟤는 또 왜 이렇게 에너지가 넘치는 거야?,entj,e,n,t,j
191,배고프세요? 아 물 여기 여기 저쪽에 쓰레기통 쪽 있잖아요 거기에 있어요,infj,i,n,f,j
192,주무시고 계시던데 ISTP님은?,intp,i,n,t,p
195,이거 뜯어도 되나?,infj,i,n,f,j
197,젠가 하실래요?,intp,i,n,t,p
198,한 판 하실래요?,infj,i,n,f,j
199,1층에 젠가 해서 도망 왔어요,isfj,i,s,f,j
201,젠가 해서 도망 왔대요,infj,i,n,f,j
202,젠가 싫어해서?,intp,i,n,t,p
204,약간 다행인 건 진짜로 어제보단 좀 내성이 생긴 것 같아요 오빠한테,enfp,e,n,f,p
206,이제 진짜 마지막 날에는 말하면 아 조용히 좀 하라고,estj,e,s,t,j
207,"내가 장담하는데 3, 4일차에",entj,e,n,t,j
209,X발 나한테 이렇게 하는 사람 분명히 나온다,entj,e,n,t,j
212,형 제발 그만 좀 해 분명히 나온다,entj,e,n,t,j
213,나 어제로 돌아가서 이 오빠 처음 봤을 때의 충격을 다시 받고 싶어 안 본 눈 사고 싶어,entp,e,n,t,p
214,시간을 다시 돌릴 수 있다면 난 옷을 집어던지지 않았을 거야 다소곳하게 들어왔을 거야,entj,e,n,t,j
215,그.. 그 웃음 뭐죠?,intp,i,n,t,p
216,아니 충전이 덜 되셨나 해가지고,istj,i,s,t,j
217,아 충전이 좀 됐는데 어제 제가 좀 깨달은 게 있어요 저는 인간관계와 어떤 대화의 욕구가 한정적이더라구요 그걸 초반에 너무 다 써버렸어 그랬더니 저 어제 진짜 좀... 말을 하고 싶은 욕구를 다 쓰고 나서 진짜 말하기 싫은 상태가 돼가지고...,intp,i,n,t,p
219,역시 그래 가 봐!,entj,e,n,t,j
221,지령은 니가 받아야지!,entj,e,n,t,j
223,잘 주무셨습니까?,estj,e,s,t,j
225,오늘도 잘 부탁합니다 선의의 경쟁,estj,e,s,t,j
226,경쟁이야 우리가? 어 뭐야!,istp,i,s,t,p
227,여러분 나와봐요! 여러분 나와보세요!,estj,e,s,t,j
230,호감과 비호감 INFJ가 누구죠?,istp,i,s,t,p
232,형 비호감 투표했어,estj,e,s,t,j
233,야!! 야!!! 야 얘들아! 아잇.. 아 그거 어제 좀 기분 좋아서 그런 거야 원래 그런 의도 아니었다고,entp,e,n,t,p
234,약간 ENTJ님은 너무 에너지가 넘쳐서ㅋㅋ 좀 많이 기가 빨렸구요,intp,i,n,t,p
235,아 나 그래도 중간은 갔네,istp,i,s,t,p
236,아 ISTP 의외로 한 명도 없네 이건 누굴까?,intp,i,n,t,p
238,ISTJ가 누구죠?,istp,i,s,t,p
242,아냐 그래도 호감이 하나 있다,istp,i,s,t,p
244,ISTJ분 얘기를 많이 나누지 못했는데 뭐랄까 조금 갈등을 빚을 수 있지 않을까라는,estj,e,s,t,j
246,근데 일단 저희 짐 갖고 들어가죠,estj,e,s,t,j
247,음 난 아무것도 없어,esfj,e,s,f,j
248,아~ 이 상처받네 이거 이거 상처받아,entj,e,n,t,j
249,너무.. 야 이거 무섭다~ 이거 무서워~,enfp,e,n,f,p
250,어 이거 알려주네 그래도 나 있을 줄 몰랐는데,istp,i,s,t,p
251,그래도 나 있을 줄 몰랐는데,intp,i,n,t,p
253,많이 받은 사람이 INTJ랑 INF... ,istp,i,s,t,p
254,다 됐고 나와서 내 눈 한 번씩 마주치고 가,entj,e,n,t,j
255,이러니까 이걸 붙이는 거야ㅋㅋㅋ,istp,i,s,t,p
256,동공이! 동공이 누가 흔들리는지 한 번씩 봐야겠어,entj,e,n,t,j
257,우리 들어가자 이 형 이상하다,istp,i,s,t,p
258,잠시만요 잠깐 오케이 오케이~,entj,e,n,t,j
259,와 그럼 INFJ가 완전 인기 왕이네~,istp,i,s,t,p
260,저희 둘이 이렇게! 이해합니다!,istj,i,s,t,j
261,상처를 받을 용기가 있어야 돼요 우리는,entj,e,n,t,j
262,아 저렇게 나올 줄 몰랐는데 저거 한 명 난데 저 비호감 제가 했거든요 말 너무 많아서 피곤하더라구 근데 저렇게 나올 줄 몰랐지,intp,i,n,t,p
263,국악 하시는 분 국악 하시는 분...,enfp,e,n,f,p
264,아 그럴 게 아닌데... 제가 왜.. 부끄럽...,infj,i,n,f,j
265,얼마 줬어? 얼마 줬길래 이렇게,entj,e,n,t,j
266,신기해~ 아 오빠 두 개나 받았구나~,enfp,e,n,f,p
267,얼마 줬어요? 얼마 줬어? 얼마나 줬길래 (돈이 얼마..) 그래서 그런 건가? 아냐 우리 미움 받을 용기를 가.. 아 그런데 두 명밖에 없네?,entj,e,n,t,j
268,재밌다~ 어유 이거 재밌네,enfp,e,n,f,p
269,흥미진진해지는구만 아주! 흥미진진해져! 오늘 내가 찾아낸다고 전해줘 오늘 내가 찾아낸다 (꼭 찾아낼 거야) 우리 애들도 다 일렬로 서서 내 눈 한 번씩 마주치고 가봐 의심의 끈을 절대로 놓지 않겠어,entj,e,n,t,j
270,일단 저희 미션 한번 읽을까요?,estj,e,s,t,j
275,S는 I 방에 계시면 되고요,esfj,e,s,f,j
276,아 싫어~ 싫어~,esfp,e,s,f,p
277,본인한테 얘기한 거구나 본인한테 나 가지 마! 아 나가 빠진 거구나,entj,e,n,t,j
278,봤어요? 왜요?,istp,i,s,t,p
280,일로 와 보세요 다들 와 봐요 안 보신 분들은,istp,i,s,t,p
281,아 그거 안 봤지,intp,i,n,t,p
284,아 이게 아닌데,infj,i,n,f,j
285,자 INFP 호감 하나! ISFJ,istp,i,s,t,p
288,와 근데 이렇게... 이렇게 있구나,isfj,i,s,f,j
289,ISFP 호감 하나,istp,i,s,t,p
290,아 호감 하나 있으시네 이렇게 표시 나올 줄 몰랐어,intp,i,n,t,p
291,1등만 상이 있는 거지? 꼴찌는 뭐 없는 거지? 그랬으면 좋겠다 꼴찌 뭐 없었으면 좋겠다,entj,e,n,t,j
292,근데 호감을 제일 많이 받았는데 비호도 제일 많이 받으면 그거는 1등이야 아니야?,enfp,e,n,f,p
293,아니야 진 거예요,estj,e,s,t,j
294,그러니까 그냥 그 사람의 존재감이 그냥 많았다,entp,e,n,t,p
295,플러스 마이너스 그런 계산 아닌가?,esfj,e,s,f,j
296,플러스 마이너스를 할까?,enfp,e,n,f,p
297,야 싫어요도 관심이야,entj,e,n,t,j
